Formula,E_g_Exp,Source,Priority
Ga1As0.1P0.9,1.22,Matbench,2
Ga0.001Te1Pb0.999,0.3,Matbench,2
Ga0.005Te1Pb0.995,0.37,Matbench,2
Ga0.01Te1Pb0.99,0.42,Matbench,2
Ga0.04Te1Pb0.96,0.37,Matbench,2
Ga0.07Te1Pb0.93,0.34,Matbench,2
Ga0.95Hg0.05Sb0.95Te0.05,0.69,Matbench,2
Ga0.99Hg0.01Sb0.99Te0.01,0.72,Matbench,2
Ga0.9Hg0.1Sb0.9Te0.1,0.65,Matbench,2
Ga1.001Sb0.999Se0.003,0.71,Matbench,2
Ga1As0.4P0.6,2.1,Matbench,2
Ga1As0.5P0.5,2.0,Matbench,2
Ga1.002Sb0.998Te0.006,0.7,Matbench,2
Fe9Co7,0.0,Matbench,2
Ga1As0.8P0.2,1.62,Matbench,2
Ga1.01Cu0.99Se2.01,1.59,Matbench,2
Ga1.01Sb0.99Se0.03,0.62,Matbench,2
Ga1.01Sb0.99Te0.03,0.68,Matbench,2
Ga1.02Sb0.98Se0.06,0.63,Matbench,2
Ga1.02Sb0.98Te0.06,0.68,Matbench,2
Ga1.05Sb0.95Se0.15,0.66,Matbench,2
Ga1.05Sb0.95Te0.15,0.68,Matbench,2
Ga1.1Cu0.9Se2.1,1.59,Matbench,2
Ga1.1Sb0.9Se0.3,0.67,Matbench,2
Ga1.1Sb0.9Te0.3,0.7,Matbench,2
Ga1.2Cu0.8Se2.2,1.58,Matbench,2
Ga2(TeO3)3,4.14,Matbench,2
Ga2Cu1S3.5,2.42,Matbench,2
Ga1.65Cu0.35S2.65,2.53,Matbench,2
FePd3,0.0,Matbench,2
Ga2GeTe3,0.84,Matbench,2
Ga1.7Cu0.3S2.7,2.55,Matbench,2
Ga1.85Cu0.15Se2.85,1.92,Matbench,2
Ga1.8Cu0.2S2.8,2.65,Matbench,2
Ga1.8Cu0.2Se2.8,1.86,Matbench,2
Ga1.95Cu0.05S2.95,2.64,Matbench,2
Ga1.95Cu0.05Se2.95,1.96,Matbench,2
Ga1.99Cu0.01Se2.99,1.99,Matbench,2
Ga1.9Cu0.1S2.9,2.6,Matbench,2
Ga1As0.01P0.99,2.23,Matbench,2
Ga1As0.2P0.8,2.2,Matbench,2
Ga1As0.3P0.7,2.16,Matbench,2
Ga3Pt2,0.0,Matbench,2
Ga3SiAg3Se8,2.3,Matbench,2
Ga1As0.6P0.4,1.91,Matbench,2
Ga1.005Sb0.995Se0.015,0.64,Matbench,2
Ga4SnS7,3.1,Matbench,2
Ga1As0.99P0.01,1.37,Matbench,2
Ga1As0.9P0.1,1.5,Matbench,2
Ga1Sb0.01As0.99,0.7,Matbench,2
Ga1Sb0.14As0.86,0.66,Matbench,2
Ga1Sb0.25As0.75,0.65,Matbench,2
Ga1Sb0.35As0.65,0.68,Matbench,2
Ga1Sb0.3As0.7,0.67,Matbench,2
Ga1Sb0.85As0.15,1.1,Matbench,2
Ga1Sb0.8As0.2,1.02,Matbench,2
Ga1Sb0.95As0.05,1.28,Matbench,2
Ga1Sb0.99As0.01,1.37,Matbench,2
GaAs2W,0.0,Matbench,2
GaBi,0.1,Matbench,2
Ga2CuSe4,0.63,Matbench,2
Ga1.65Cu0.35Se2.65,1.81,Matbench,2
GaCuO2,1.47,Matbench,2
Ga2HgS4,2.79,Matbench,2
Ga2HgSe4,1.95,Matbench,2
Ga2NiS4,0.0,Matbench,2
Ga2PbS4,2.38,Matbench,2
Ga2PbSe4,1.83,Matbench,2
Ga2S3,2.8,Matbench,2
Ga2Se2O7,4.61,Matbench,2
Ga2Si(AgS3)2,2.35,Matbench,2
Ga2SiPbSe6,2.17,Matbench,2
Ga2SnGeS6,2.04,Matbench,2
Ga3CuTe5,1.09,Matbench,2
Gd(CuTe)3,0.52,Matbench,2
Gd(InS2)3,1.13,Matbench,2
Ga4Cu2Te7,1.08,Matbench,2
Ga1As0.7P0.3,1.8,Matbench,2
Gd1.05Sc0.95Se3,1.2,Matbench,2
Ga4SnSe7,2.55,Matbench,2
Ga5Ge(PbS3)4,2.35,Matbench,2
Ga5Ge(PbSe3)4,1.91,Matbench,2
Ga5Pd13,0.0,Matbench,2
Ga8Cu3Mo2,0.0,Matbench,2
Ga9Rh2,0.0,Matbench,2
GaAgGe3Se8,2.17,Matbench,2
GaAgGe5Se12,2.14,Matbench,2
GaAgGeS4,3.0,Matbench,2
GaAgO2,2.2,Matbench,2
GaAgTe2,1.1,Matbench,2
Gd2ZrS5,1.88,Matbench,2
Gd3(AlNi3)2,0.0,Matbench,2
GaBi25O39,2.99,Matbench,2
Ga2GePbSe6,1.96,Matbench,2
Gd3Al7Ag2,0.0,Matbench,2
GaFe3,0.0,Matbench,2
GaFeNi2,0.0,Matbench,2
GaGeTe,1.1,Matbench,2
GaHSeO4,5.51,Matbench,2
GaP,2.74,Matbench,2
GaSiAgSe4,2.63,Matbench,2
GaSiRu2,0.0,Matbench,2
GaTc,1.42,Matbench,2
GaTc2W,0.0,Matbench,2
Gd(CuS)3,1.62,Matbench,2
Gd(CuSe)3,0.14,Matbench,2
GdCd4B3O10,3.8,Matbench,2
GdGeRu,0.0,Matbench,2
Gd(NiGe)2,0.0,Matbench,2
Ga4PbS7,3.08,Matbench,2
GdN,1.54,Matbench,2
Gd1.47Mn2.04In0.49S5,1.75,Matbench,2
Gd1.87Lu2.13Se6,1.56,Matbench,2
Gd1Mn1.95In1.05S5,1.66,Matbench,2
Gd2(Zn2Ge)3,0.0,Matbench,2
Gd2AlCo2,0.0,Matbench,2
Gd2Mn4S7,1.44,Matbench,2
Gd2O3,5.3,Matbench,2
Gd2S3,2.55,Matbench,2
Gd2Se3,2.2,Matbench,2
Gd2Te3,0.74,Matbench,2
Gd2Zn17,0.0,Matbench,2
Ge(SeO3)2,5.27,Matbench,2
Ge(WO3)6,0.0,Matbench,2
Gd3.04Sc0.96S6,1.5,Matbench,2
GaCuGeSe4,1.38,Matbench,2
Ge0.01Te0.99Pb0.99S0.01,0.32,Matbench,2
Gd3Co11B4,0.0,Matbench,2
Gd3ReO7,0.0,Matbench,2
Gd3S4,0.0,Matbench,2
Gd4GaSbS9,2.41,Matbench,2
Gd6Ge2.5S14,2.2,Matbench,2
Gd6Ta4Al43,0.0,Matbench,2
GdAs,0.63,Matbench,2
GdB(SbO4)2,3.48,Matbench,2
GdB6,3.6,Matbench,2
GdB66,1.27,Matbench,2
GdCd2,0.0,Matbench,2
Ge0.1Pb0.9Se0.9S0.1,0.32,Matbench,2
Ge0.1Pb0.9Se1,0.3,Matbench,2
GdH2NO5,4.84,Matbench,2
Gd(SiRu)2,0.0,Matbench,2
Ge0.2Pb0.8Se1,0.35,Matbench,2
GdNiO3,0.0,Matbench,2
GdO2,0.0,Matbench,2
GdPbAu,0.0,Matbench,2
GdSb,0.0,Matbench,2
GdSbPd,0.0,Matbench,2
GdScS3,2.1,Matbench,2
GdSe2,0.0,Matbench,2
GdTe,1.3,Matbench,2
GdZn,0.0,Matbench,2
GdZnIn,0.0,Matbench,2
Ge(Bi3O5)4,3.25,Matbench,2
Ge40Te5.3I8,0.8,Matbench,2
Ge5(Te4As)2,0.0,Matbench,2
Ge0.01Pb0.99Se1,0.27,Matbench,2
Gd3Al0.74Si0.7S7,2.34,Matbench,2
GeO2,5.54,Matbench,2
Ge0.01Te1Pb0.99,0.32,Matbench,2
Ge0.02Te0.98Pb0.98S0.02,0.34,Matbench,2
Ge0.03Pb0.97Se0.97S0.03,0.28,Matbench,2
Ge0.05Pb0.95Se0.95S0.05,0.29,Matbench,2
Ge0.05Pb0.95Se1,0.28,Matbench,2
Ge0.05Te0.95Pb0.95S0.05,0.4,Matbench,2
Ge0.05Te1Pb0.95,0.34,Matbench,2
Ge0.06Te0.06Pb0.94Se0.94,0.28,Matbench,2
Ge0.15Pb0.85Se0.85S0.15,0.34,Matbench,2
Ge0.15Te0.15Pb0.85Se0.85,0.32,Matbench,2
Ge0.15Te1Pb0.85,0.36,Matbench,2
Hf(VGa2)2,0.0,Matbench,2
Hf(VH2)2,0.0,Matbench,2
Ge0.1Te1Pb0.9,0.35,Matbench,2
GdInIr,0.0,Matbench,2
Hf2Fe,0.0,Matbench,2
Ge0.2Te0.2Pb0.8Se0.8,0.36,Matbench,2
Ge0.2Te1Pb0.8,0.4,Matbench,2
Ge0.39Te1Pb0.61,0.56,Matbench,2
Ge0.3Pb0.7Se1,0.4,Matbench,2
Ge0.3Te1Pb0.7,0.48,Matbench,2
Ge0.41Te1Pb0.59,0.49,Matbench,2
Ge0.4Te1Pb0.6,0.51,Matbench,2
Ge2Os,0.0,Matbench,2
Ge2Sb2Te5,0.5,Matbench,2
Ge3Bi3O10.5,3.3,Matbench,2
Ge3Sb,0.0,Matbench,2
Hf3P,0.0,Matbench,2
Hf3P3Pd4,0.0,Matbench,2
GeAs3,0.0,Matbench,2
Ge0.01Te0.01Pb0.99Se0.99,0.23,Matbench,2
Hf4Al3,0.0,Matbench,2
GeP,0.95,Matbench,2
GePb2(SeO3)4,4.1,Matbench,2
GePbS3,2.4,Matbench,2
GePt2,0.0,Matbench,2
GeRh,0.0,Matbench,2
GeTe2,0.3,Matbench,2
H2Se,0.0,Matbench,2
H7Se2NO6,4.81,Matbench,2
HPbI3,0.0,Matbench,2
Hf(CoSi)2,0.0,Matbench,2
Hf(CuP)2,0.0,Matbench,2
Hf7P4,0.0,Matbench,2
HfAlPd2,0.0,Matbench,2
Hf2Al3C4,0.0,Matbench,2
Ge0.25Te1Pb0.75,0.44,Matbench,2
HfB,0.0,Matbench,2
Hf2Ge,0.0,Matbench,2
Hf2Hg,0.0,Matbench,2
Hf2MnIr,0.0,Matbench,2
Hf2Ni,0.0,Matbench,2
Hf2OsPd,0.0,Matbench,2
Hf2ReRh,0.0,Matbench,2
Hf2S,0.0,Matbench,2
Hf2Si,0.0,Matbench,2
Hf2Tl,0.0,Matbench,2
Hf3(CuSi)4,0.0,Matbench,2
Hf3(NiGe)4,0.0,Matbench,2
HfPt,0.0,Matbench,2
HfS2,2.9,Matbench,2
Hf3Sb,0.0,Matbench,2
GeI2,1.5,Matbench,2
HfSiPt,0.0,Matbench,2
Hf4Co4Si7,0.0,Matbench,2
Hf54Os17,0.0,Matbench,2
Hf5CuPb3,0.0,Matbench,2
Hf5Pb,0.0,Matbench,2
Hf5Sb3,0.0,Matbench,2
Hf5Sb9,0.0,Matbench,2
Hf5Si4,0.0,Matbench,2
Hf5Sn3,0.0,Matbench,2
Hf5Sn4,0.0,Matbench,2
Hf5Te4,0.0,Matbench,2
Hf6PbO18,0.0,Matbench,2
Hg3PS3,1.98,Matbench,2
Hg3PS4,2.03,Matbench,2
HfAs2,0.0,Matbench,2
Hf2Co4P3,0.0,Matbench,2
Hg7.5As4Cl6,1.73,Matbench,2
HfB4Ir3,0.0,Matbench,2
HfC,0.0,Matbench,2
HfCo3B2,0.0,Matbench,2
HfFe2,0.0,Matbench,2
HfGaCo2,0.0,Matbench,2
HfHg4(AsCl3)2,2.47,Matbench,2
HfHg4(PCl3)2,3.26,Matbench,2
HfInCu2,0.0,Matbench,2
HfNi5,0.0,Matbench,2
HfO2,5.55,Matbench,2
HfOs2,0.0,Matbench,2
HgRhO3,0.0,Matbench,2
HgS,2.1,Matbench,2
HfSe2,2.2,Matbench,2
Hf3Zn3N,0.0,Matbench,2
HgTeI,1.85,Matbench,2
HfTc,0.0,Matbench,2
HfTiF6,0.0,Matbench,2
HfTl3,0.0,Matbench,2
HfVSi,0.0,Matbench,2
HfZnNi2,0.0,Matbench,2
Hg2Rh,0.0,Matbench,2
Hg2Sb2O7,0.0,Matbench,2
Hg3As,0.0,Matbench,2
Hg3Bi2(SCl4)2,3.26,Matbench,2
Hg3Bi2(TeCl4)2,2.8,Matbench,2
Hg3C,0.0,Matbench,2
Ho(SiPt)2,0.0,Matbench,2
Ho(SiRu)2,0.0,Matbench,2
Hg3Sb,0.0,Matbench,2
HfAsRh,0.0,Matbench,2
Ho2B4C,0.0,Matbench,2
Hg8Bi3As4Cl13,2.43,Matbench,2
HgBr,2.6,Matbench,2
HgBr2,3.59,Matbench,2
HgBrCl,3.4,Matbench,2
HgCl2,4.45,Matbench,2
HgI,2.37,Matbench,2
HgIrO3,0.0,Matbench,2
HgOsPb2,0.0,Matbench,2
HgPS3,2.6,Matbench,2
HgPt,0.0,Matbench,2
HgPt3,0.0,Matbench,2
Ho3Hg,0.0,Matbench,2
Ho3Ni19B10,0.0,Matbench,2
HgTe,0.15,Matbench,2
HfSi,0.0,Matbench,2
Ho4C7,0.0,Matbench,2
Ho(BC)2,0.0,Matbench,2
Ho(BiO3)2,0.0,Matbench,2
Ho(CuO2)2,0.0,Matbench,2
Ho(CuSe)3,0.16,Matbench,2
Ho(CuTe)3,0.26,Matbench,2
Ho(InS2)3,1.23,Matbench,2
Ho(MnSn)6,0.0,Matbench,2
Ho(NiB)2,0.0,Matbench,2
Ho(SbO3)2,0.0,Matbench,2
Ho(SiOs)2,0.0,Matbench,2
Ho(SiPd)2,0.0,Matbench,2
HoCo3,0.0,Matbench,2
HoCu4Pd,0.0,Matbench,2
Ho10Si17,0.0,Matbench,2
Hg5AsS2I3,1.57,Matbench,2
HoInAu2,0.0,Matbench,2
Ho2Co17,0.0,Matbench,2
Ho2CuRh,0.0,Matbench,2
Ho2Ge5Rh3,0.0,Matbench,2
Ho2GeS5,2.5,Matbench,2
Ho2HfS5,1.0,Matbench,2
Ho2O3,5.42,Matbench,2
Ho2Pd2Pb,0.0,Matbench,2
Ho2S3,0.5,Matbench,2
Ho3AlC,0.0,Matbench,2
Ho3GaC,0.0,Matbench,2
Ho3Ge5,0.0,Matbench,2
HoTiO3,0.0,Matbench,2
HoTiSi,0.0,Matbench,2
Ho3P,0.0,Matbench,2
HgTeBr,2.06,Matbench,2
HoZnRh2,0.0,Matbench,2
Ho4Ga16Co3,0.0,Matbench,2
Ho5(Ge5Rh2)2,0.0,Matbench,2
Ho5Si4,0.0,Matbench,2
HoAlAu2,0.0,Matbench,2
HoAlB14,0.0,Matbench,2
HoB2Rh3,0.0,Matbench,2
HoB4,0.0,Matbench,2
HoC2,0.0,Matbench,2
HoCd,0.0,Matbench,2
HoCd3,0.0,Matbench,2
HoCdCu4,0.0,Matbench,2
In0.1Ga0.9As0.9P0.1,1.6,Matbench,2
In0.2Ga0.8As0.2P0.8,2.15,Matbench,2
HoGe,0.0,Matbench,2
Ho2Au,0.0,Matbench,2
In0.3Ga0.7As0.3P0.7,2.05,Matbench,2
HoInPt,0.0,Matbench,2
HoMg2,0.0,Matbench,2
HoMgAu2,0.0,Matbench,2
HoMgZn2,0.0,Matbench,2
HoMn12,0.0,Matbench,2
HoNiGe,0.0,Matbench,2
HoSb2,0.0,Matbench,2
HoSi,0.0,Matbench,2
HoSiRu2C,0.0,Matbench,2
HoTh3,0.0,Matbench,2
HoTiGe,0.0,Matbench,2
In0.72Ga0.28As1,0.55,Matbench,2
In0.7Ga0.3As0.3P0.7,1.58,Matbench,2
HoTlPd,0.0,Matbench,2
Ho3Pd2,0.0,Matbench,2
In0.8Ga0.2As1,0.5,Matbench,2
ICl2,0.0,Matbench,2
In(MoSe)3,0.0,Matbench,2
In(PSe2)2,1.29,Matbench,2
In0.001Te1Pb0.999,0.3,Matbench,2
In0.005Te1Pb0.995,0.43,Matbench,2
In0.01Ga0.99As0.99P0.01,1.43,Matbench,2
In0.01Ga0.99As1,1.4,Matbench,2
In0.01Te1Pb0.99,0.53,Matbench,2
In0.04Te1Pb0.96,0.37,Matbench,2
In0.07Te1Pb0.93,0.32,Matbench,2
In0.1Ga0.9As0.1P0.9,2.25,Matbench,2
In1.6Ga0.4Cu1S3.5,1.55,Matbench,2
In1.7Cu0.3Se2.7,1.21,Matbench,2
In0.2Ga0.8As0.8P0.2,1.58,Matbench,2
HoGeAu,0.0,Matbench,2
In1.99Cu0.01Se2.99,1.45,Matbench,2
In0.3Ga0.7As0.7P0.3,1.67,Matbench,2
In0.3Ga0.7As1,1.0,Matbench,2
In0.3Ga0.7P1,2.2,Matbench,2
In0.4Ga0.6As0.4P0.6,1.85,Matbench,2
In0.4Ga0.6As0.6P0.4,1.74,Matbench,2
In0.4Ga0.6As1,0.81,Matbench,2
In0.4Ga0.6P1,2.05,Matbench,2
In0.4Ga1.6Cu1S3.5,2.15,Matbench,2
In0.5Ga0.5As1,0.75,Matbench,2
In0.5Ga0.5P1,1.9,Matbench,2
In0.6Ga0.4As0.6P0.4,1.25,Matbench,2
In1Sb0.5As0.5,0.1,Matbench,2
In1Sb0.6As0.4,0.13,Matbench,2
In0.8Ga0.2As0.2P0.8,1.4,Matbench,2
HoZnRh,0.0,Matbench,2
In1Sb0.99As0.01,0.35,Matbench,2
In0.99Ga0.01As0.01P0.99,1.3,Matbench,2
In0.99Ga0.01As0.99P0.01,0.3,Matbench,2
In0.9Ga0.1As0.1P0.9,1.32,Matbench,2
In0.9Ga0.1As0.9P0.1,0.45,Matbench,2
In1.01Cu0.99Se2.01,1.08,Matbench,2
In1.05Cu0.95Se2.05,1.07,Matbench,2
In1.1Cu0.9Se2.1,1.06,Matbench,2
In1.3Cu0.7Se2.3,1.1,Matbench,2
In1.5Cu0.5Se2.5,1.24,Matbench,2
In1.65Cu0.35Se2.65,1.19,Matbench,2
In1.6Cu0.4Se2.6,1.32,Matbench,2
In2O3,2.8,Matbench,2
In2Pt,0.0,Matbench,2
In1.85Cu0.15Se2.85,1.32,Matbench,2
In0.2Ga0.8As1,1.07,Matbench,2
In2Te,0.46,Matbench,2
In1.9Cu0.1Se2.9,1.45,Matbench,2
In11.3Bi14.7S38,1.45,Matbench,2
In11Cu9Se20,0.0,Matbench,2
In1Ag1.75Sb5.75Se11,0.94,Matbench,2
In1Ga1Cu1S3.5,1.84,Matbench,2
In1Hg4As2.5Br3.5,1.71,Matbench,2
In1Sb0.01As0.99,0.17,Matbench,2
In1Sb0.1As0.9,0.14,Matbench,2
In1Sb0.2As0.8,0.12,Matbench,2
In1Sb0.3As0.7,0.11,Matbench,2
In1Sb0.4As0.6,0.1,Matbench,2
In4Se3,0.64,Matbench,2
In5AgS8,1.76,Matbench,2
In1Sb0.7As0.3,0.16,Matbench,2
In0.8Ga0.2As0.8P0.2,0.85,Matbench,2
In5Se6,0.14,Matbench,2
In1Sb0.9As0.1,0.27,Matbench,2
In2As2Cl2O5,4.62,Matbench,2
In2B(PO4)3,5.39,Matbench,2
In2Bi3Se7I,1.38,Matbench,2
In2Co,0.0,Matbench,2
In2Cu1S3.5,1.43,Matbench,2
In2FeSe4,1.15,Matbench,2
In2GeTe3,0.68,Matbench,2
In2Hg6(P2Cl3)3,3.13,Matbench,2
In2HgS4,2.0,Matbench,2
In2HgSe4,0.6,Matbench,2
InFe2CuSe4,0.0,Matbench,2
InHg7S6Cl5,2.54,Matbench,2
In2S3,2.0,Matbench,2
In1.8Cu0.2Se2.8,1.26,Matbench,2
InPt,0.0,Matbench,2
In3AgTe5,0.68,Matbench,2
In3Au10,0.0,Matbench,2
In3Bi7(Pb2S9)2,0.0,Matbench,2
In3CuS5,1.2,Matbench,2
In3CuSe5,0.6,Matbench,2
In3Pd5,0.0,Matbench,2
In3Sb,0.0,Matbench,2
In4As5(BrO4)3,4.22,Matbench,2
In4Bi3S10,1.42,Matbench,2
In4Cu2Te7,1.1,Matbench,2
In4S5,0.9,Matbench,2
IrS2,0.9,Matbench,2
IrSe2,0.9,Matbench,2
In5AgTe8,0.47,Matbench,2
In1Sb0.8As0.2,0.21,Matbench,2
K(FeAs)2,0.0,Matbench,2
In9AgTe14,1.5,Matbench,2
InAg3,0.0,Matbench,2
InAgO2,4.2,Matbench,2
InAgTe2,0.93,Matbench,2
InAsI,0.41,Matbench,2
InAu3,0.0,Matbench,2
InBi2S4Br,1.5,Matbench,2
InBi2S4Cl,1.5,Matbench,2
InBi2Se4Br,1.21,Matbench,2
InCuGeSe4,1.3,Matbench,2
InCuS2,1.5,Matbench,2
K2.15Sb8.15Pb1.7Se15,0.6,Matbench,2
K2Ag3Sb3S7,2.2,Matbench,2
InHgW2,0.0,Matbench,2
In2Se2O7,2.97,Matbench,2
K2Au(IO3)5,2.65,Matbench,2
InPt3C,0.0,Matbench,2
InSb2S4Br,1.8,Matbench,2
InSb2S4Cl,1.8,Matbench,2
InSb2Se4Br,1.35,Matbench,2
InSiIr,0.0,Matbench,2
InSiTe3,0.0,Matbench,2
InSn2As2Se,0.2,Matbench,2
InSnAsSe,0.26,Matbench,2
Ir0.67S2,2.0,Matbench,2
Ir0.67Se2,0.45,Matbench,2
IrPb,0.0,Matbench,2
K2Gd2Sb2Se9,1.33,Matbench,2
K2Gd2Ti3O10,3.3,Matbench,2
IrSeS,1.2,Matbench,2
In5CuS8,1.34,Matbench,2
K2Hg(PSe3)2,2.25,Matbench,2
K(GeSe2)2,1.8,Matbench,2
K(OsO3)2,0.0,Matbench,2
K0.8Sn2Hg1.2S8,2.78,Matbench,2
K1.25Bi7.25Pb3.5Se15,0.53,Matbench,2
K1.46Sn3.09Bi7.45Se15,0.39,Matbench,2
K1.83Cd1.83Bi2.17S6,1.37,Matbench,2
K10Fe4Sn4S17,2.2,Matbench,2
K10Mn4Sn4S17,2.3,Matbench,2
K10Sn3(PSe3)8,1.82,Matbench,2
K10Zn4Ge4S17,3.34,Matbench,2
K11Mn4O16,0.0,Matbench,2
K2MnSnSe4,1.7,Matbench,2
K2Mo2Se2O11,3.3,Matbench,2
K2AgSnSe4,1.8,Matbench,2
InPS4,3.12,Matbench,2
K2NbO6,0.0,Matbench,2
K2B10H9O,0.0,Matbench,2
K2BaNb2S11,1.77,Matbench,2
K2Cd(PSe3)2,2.58,Matbench,2
K2Cd2Te3,1.93,Matbench,2
K2Cd3S4,2.75,Matbench,2
K2Cd3Se4,2.36,Matbench,2
K2Cd3Te4,2.26,Matbench,2
K2Ce(PO4)2,2.46,Matbench,2
K2Dy2Ti3O10,3.38,Matbench,2
K2FeGe3Se8,1.95,Matbench,2
K2Ga3CuSe6,1.72,Matbench,2
K2Sn(AuS2)2,2.75,Matbench,2
K2Sn3(SbS5)2,2.3,Matbench,2
K2Ge2PbS6,2.85,Matbench,2
K(CoSe)2,0.0,Matbench,2
K2TeI6,1.38,Matbench,2
K2Hg3(GeS4)2,2.64,Matbench,2
K2Hg3Se1.31S2.69,2.28,Matbench,2
K2Hg3Se2.97S1.03,2.11,Matbench,2
K2Ho4Cu4S9,2.43,Matbench,2
K2In2P3Se10,2.2,Matbench,2
K2In3AgSe6,1.64,Matbench,2
K2In3CuSe6,1.68,Matbench,2
K2La2Sb2S9,2.2,Matbench,2
K2La2Ti3O10,3.05,Matbench,2
K2Mn(SnSe3)2,2.0,Matbench,2
K2Mn3S4,0.0,Matbench,2
K3Ga3Ge7S20,3.25,Matbench,2
K3Ga3Ge7Se20,2.23,Matbench,2
K2NbCuS4,2.82,Matbench,2
K2Al2B2O7,6.89,Matbench,2
K3NaSn3Se8,2.2,Matbench,2
K2Nd2Ti3O10,3.25,Matbench,2
K2PAuS4,2.63,Matbench,2
K2PdSe10,1.48,Matbench,2
K2RbSb,1.2,Matbench,2
K2ReH9,5.71,Matbench,2
K2RuCl6,0.0,Matbench,2
K2S,2.1,Matbench,2
K2Sb8Se3,1.31,Matbench,2
K2Se,1.8,Matbench,2
K2Sm2Ti3O10,3.26,Matbench,2
K2SmP2S7,2.59,Matbench,2
K4Al4Si19,1.4,Matbench,2
K4C2O3,0.0,Matbench,2
K2Ta15O32,0.33,Matbench,2
K2Ge3(BO5)2,5.38,Matbench,2
K4Ge(PSe3)4,2.0,Matbench,2
K2Th(CuS2)2,2.17,Matbench,2
K2Ti(CuS2)2,2.04,Matbench,2
K2VAgS4,1.85,Matbench,2
K2VCuS4,1.82,Matbench,2
K2Zn(SnSe3)2,1.71,Matbench,2
K2ZnTe2,3.0,Matbench,2
K3(FeS2)2,0.0,Matbench,2
K3B6ClO10,6.89,Matbench,2
K3Bi2I9,2.1,Matbench,2
K3Cd(BO2)5,3.47,Matbench,2
K3Cr2(PS4)3,1.35,Matbench,2
K9Bi13S24,1.4,Matbench,2
KAg2,0.0,Matbench,2
K3Hg,0.0,Matbench,2
K2NbCuSe4,2.14,Matbench,2
KAg2SbS3,2.1,Matbench,2
K3Nb2AsSe11,1.53,Matbench,2
K3Sm(AsS4)2,2.2,Matbench,2
K3Sn,0.0,Matbench,2
K3Ta2AsS11,2.21,Matbench,2
K3Ta2AsSe11,1.45,Matbench,2
K3Th2Cu3S7,2.49,Matbench,2
K3Ti2P5S18,1.61,Matbench,2
K3UF3,0.0,Matbench,2
K3V,0.0,Matbench,2
K4(ZrSe5)3,1.81,Matbench,2
K4Ag9(SbS3)4,2.0,Matbench,2
KBi2,0.0,Matbench,2
KBi3S5,1.21,Matbench,2
K4Ce3Sn3S14,2.46,Matbench,2
K2Te,1.9,Matbench,2
KBiSe2,0.61,Matbench,2
K4GeS4,0.8,Matbench,2
K4GeSe4,0.64,Matbench,2
K4Hf3Se14,2.02,Matbench,2
K5In3P6Se19,2.2,Matbench,2
K6Cd4Sn3Se13,2.33,Matbench,2
K6CdTe4,2.51,Matbench,2
K6Ta1.03Nb2.97S25,2.01,Matbench,2
K6Ta2.93Nb1.07S22,1.88,Matbench,2
K6Yb3(PS4)5,2.6,Matbench,2
K8Ce2I18O53,2.34,Matbench,2
K8N3O,0.0,Matbench,2
KCuSnSe3,1.04,Matbench,2
KEuAsS4,1.89,Matbench,2
KAg2AsS3,2.25,Matbench,2
K3LiNb6O15,0.0,Matbench,2
KFe2BiO5,1.76,Matbench,2
KAg2SbS4,2.2,Matbench,2
KAgAsS2,2.21,Matbench,2
KAgF3,0.0,Matbench,2
KAgO,0.0,Matbench,2
KAlGeS4,3.5,Matbench,2
KAsSe2,1.62,Matbench,2
KAu(IO3)4,2.75,Matbench,2
KB5PbO9,3.1,Matbench,2
KBaAsSe3,2.26,Matbench,2
KBaB5O9,3.65,Matbench,2
KBaSbSe3,2.04,Matbench,2
KInSnS4,2.3,Matbench,2
KLi(WO3)3,0.0,Matbench,2
KBiO3,0.0,Matbench,2
K4Ga4Si19,1.18,Matbench,2
KMo6S7,0.0,Matbench,2
KBr,7.6,Matbench,2
KC60,0.0,Matbench,2
KCd4Ga5Se12,2.16,Matbench,2
KCeSe4,1.54,Matbench,2
KCl,8.5,Matbench,2
KCoO2,0.0,Matbench,2
KCu2BiS3,1.29,Matbench,2
KCu3S2,1.46,Matbench,2
KCu4AsS4,1.9,Matbench,2
KCuPO4,0.0,Matbench,2
KCuSnS3,1.47,Matbench,2
KRuO4,0.0,Matbench,2
KSb,0.9,Matbench,2
KEuS2,0.0,Matbench,2
KAg2PS4,3.02,Matbench,2
KScO3,0.0,Matbench,2
KFeCuTe2,1.06,Matbench,2
KGaSe2,2.6,Matbench,2
KGaSnSe4,1.73,Matbench,2
KH(CN2)3,0.0,Matbench,2
KHg,0.0,Matbench,2
KHg11,0.0,Matbench,2
KHg2,0.0,Matbench,2
KIn(TeO3)2,4.0,Matbench,2
KInGeS4,3.1,Matbench,2
KInS2,3.0,Matbench,2
KInSe2,2.68,Matbench,2
KTi2F7,6.4,Matbench,2
KTi5Se8,0.0,Matbench,2
KLiCO3,6.32,Matbench,2
KBiS2,0.86,Matbench,2
KUCuSe3,0.0,Matbench,2
KNb2O5,0.0,Matbench,2
KNb2Se,0.0,Matbench,2
KNb3(SeO6)2,3.46,Matbench,2
KNb3(TeO6)2,3.52,Matbench,2
KNbSe2O7,4.0,Matbench,2
KP(HO2)2,6.95,Matbench,2
KPAu5S8,2.14,Matbench,2
KPPbO4,4.44,Matbench,2
KPSe3,2.08,Matbench,2
KPSe6,2.16,Matbench,2
