Formula,E_g_Exp,Source,Priority,frac f valence electrons,cohesive energy (MP),MagpieData range GSbandgap,MagpieData mode Row,MagpieData mode MeltingT,F fraction,Al fraction,MagpieData avg_dev Row,MagpieData mode NfUnfilled,Pm fraction,Cr fraction,MagpieData minimum Electronegativity,Fr fraction,Bk fraction,La fraction,MagpieData mean GSmagmom,B fraction,Cf fraction,MagpieData mean NdValence,MagpieData mean NfValence,Sb fraction,MagpieData avg_dev MeltingT,Md fraction,maximum EN difference,MagpieData minimum MendeleevNumber,MagpieData minimum NsUnfilled,Si fraction,MagpieData maximum Number,Tl fraction,P fraction,Li fraction,Ca fraction,MagpieData avg_dev AtomicWeight,Ar fraction,Gd fraction,MagpieData avg_dev NpValence,range oxidation state,A_site_weight,Y fraction,avg d valence electrons,MagpieData mode NfValence,C fraction,MagpieData avg_dev NfValence,MagpieData maximum GSbandgap,MagpieData mean NpUnfilled,minimum EN difference,Sc fraction,Ti fraction,MagpieData mean MeltingT,Rb fraction,Ba fraction,Pb fraction,MagpieData maximum NpUnfilled,Mg fraction,(u+t)n,mean EN difference,MagpieData mode Electronegativity,minimum oxidation state,MagpieData avg_dev NdUnfilled,pretty_formula,MagpieData maximum NpValence,MagpieData mode NpValence,MagpieData range Electronegativity,MagpieData mean CovalentRadius,dist from 3 clusters |APE| < 0.010,mean Column,Zn fraction,range EN difference,Re fraction,N fraction,MagpieData minimum NUnfilled,Ho fraction,MagpieData minimum NValence,Am fraction,MagpieData mode SpaceGroupNumber,MagpieData mean Row,MagpieData minimum MeltingT,avg anion electron affinity,MagpieData mean MendeleevNumber,MagpieData avg_dev NpUnfilled,MagpieData mode AtomicWeight,Sr fraction,Yb fraction,MagpieData mode NValence,MagpieData minimum CovalentRadius,No fraction,MagpieData range Number,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData minimum Number,MagpieData mode Number,Ra fraction,Zr fraction,range Number,A_site_affinity,MagpieData mean SpaceGroupNumber,Mn fraction,Nb fraction,Tb fraction,MagpieData mean NdUnfilled,MagpieData maximum Row,At fraction,avg f valence electrons,Se fraction,MagpieData range Column,MagpieData mean AtomicWeight,Ru fraction,Rn fraction,MagpieData range NfUnfilled,MagpieData mean Number,MagpieData minimum GSvolume_pa,MagpieData mean NpValence,Pa fraction,MagpieData maximum AtomicWeight,MagpieData maximum GSmagmom,std_dev EN difference,Er fraction,Ga fraction,mean Electronegativity,MagpieData mean Column,Nd fraction,MagpieData range CovalentRadius,MagpieData range Row,frac s valence electrons,mean AtomicWeight,dist from 5 clusters |APE| < 0.010,MagpieData mean GSvolume_pa,Dy fraction,As fraction,Xe fraction,MagpieData maximum NValence,Hg fraction,MagpieData maximum NsUnfilled,Ir fraction,range AtomicRadius,MagpieData minimum NsValence,X_site_fir_ionization_energy,MagpieData maximum MeltingT,Na fraction,In fraction,Sm fraction,MagpieData maximum GSvolume_pa,MagpieData range NUnfilled,Cl fraction,MagpieData maximum Electronegativity,MagpieData mode NsUnfilled,Co fraction,mean Row,MagpieData mode CovalentRadius,Kr fraction,W fraction,MagpieData mode NUnfilled,U fraction,Eu fraction,MagpieData avg_dev MendeleevNumber,MagpieData range NsValence,MagpieData maximum NdUnfilled,Ne fraction,Br fraction,Pt fraction,maximum oxidation state,MagpieData mean NValence,MagpieData minimum NdValence,Te fraction,Tc fraction,MagpieData maximum NUnfilled,dist from 1 clusters |APE| < 0.010,MagpieData avg_dev NValence,Th fraction,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mode NpUnfilled,MagpieData maximum NdValence,MagpieData minimum Column,range Electronegativity,MagpieData avg_dev SpaceGroupNumber,transition metal fraction,Os fraction,Lr fraction,Fe fraction,MagpieData avg_dev GSvolume_pa,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,frac d valence electrons,MagpieData mode Column,MagpieData maximum Column,MagpieData minimum NfUnfilled,MagpieData range NsUnfilled,A_site_fir_ionization_energy,X_site_electronegativity,MagpieData range MendeleevNumber,MagpieData range NfValence,He fraction,Cs fraction,MagpieData minimum Row,Np fraction,octahedral_factor,X_site_affinity,MagpieData range MeltingT,MagpieData range NValence,Ce fraction,MagpieData avg_dev Number,MagpieData mode GSmagmom,Ta fraction,MagpieData mode NdValence,Tm fraction,Fm fraction,tolerance_factor,MagpieData mean NUnfilled,Hf fraction,Es fraction,MagpieData maximum NsValence,std_dev oxidation state,Cu fraction,Mo fraction,mean Number,MagpieData mean NsValence,MagpieData range NpValence,H fraction,I fraction,Ge fraction,MagpieData range GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,Ni fraction,MagpieData mean NfUnfilled,Pr fraction,Pd fraction,Sn fraction,X_site_weight,Pu fraction,frac p valence electrons,Ac fraction,Au fraction,MagpieData range NpUnfilled,Cm fraction,MagpieData maximum CovalentRadius,MagpieData minimum NpValence,MagpieData mean NsUnfilled,avg p valence electrons,Cd fraction,MagpieData minimum NfValence,MagpieData maximum NfValence,formation_energy_per_atom,Be fraction,band center,MagpieData mode NdUnfilled,volume,MagpieData mean GSbandgap,MagpieData avg_dev NUnfilled,S fraction,band_gap,Ag fraction,V fraction,MagpieData minimum GSmagmom,A_site_electronegativity,MagpieData mean Electronegativity,MagpieData range AtomicWeight,MagpieData maximum NfUnfilled,MagpieData avg_dev GSbandgap,MagpieData range GSmagmom,Bi fraction,MagpieData avg_dev NsUnfilled,mean AtomicRadius,MagpieData minimum GSbandgap,O fraction,Po fraction,avg s valence electrons,MagpieData mode NsValence,MagpieData minimum NdUnfilled,MagpieData range NdValence,MagpieData range NdUnfilled,MagpieData avg_dev CovalentRadius,MagpieData avg_dev GSmagmom,MagpieData range SpaceGroupNumber,Rh fraction,Lu fraction,MagpieData minimum NpUnfilled,K fraction,MagpieData mode GSbandgap,MagpieData avg_dev NfUnfilled,MagpieData avg_dev Electronegativity,MagpieData avg_dev Column,Delta_E_g,is_metal_exp,is_metal_gga
NaNbO3,4.0,OpenAlex_Crawler,2,0.0,2.026633708,0.0,2,54.8,0.0,0.0,0.96,0,0.0,0.0,0.93,0,0,0.0,0.0,0.0,0,0.8,0.0,0.0,837.1784,0,2.51,2,0,0.0,41,0.0,0.0,0.0,0.0,24.05100406,0,0.0,1.92,7,22.989,0.0,0.8,0,0.0,0.0,0.0,1.2,1.84,0.0,0.0,657.054,0.0,0.0,0.0,2,0.0,1.098340626,2.175,3.44,-2,1.92,NaNbO3,4,4,2.51,105.6,0.057414036,10.8,0.0,0.67,0.0,0.0,1,0.0,1,0,12,2.8,54.8,-282000.0,62.0,0.96,15.9994,0.0,0.0,6,66,0,33,0.48,87,8,8,0,0.0,33,0.547,98.8,0.0,0.2,0.0,1.2,5,0,0.0,0.0,15,32.77886986,0.0,0,0,15.2,9.105,2.4,0.0,92.90638,0.0,0.473761543,0.0,0.0,2.57,10.8,0.0,100,3,0.333333333,32.77886986,0.073567747,14.94766667,0.0,0.0,0,6,0.0,1,0.0,1.2,1,13.618,2750.0,0.2,0.0,0.0,29.24333333,6,0.0,3.44,0,0.0,2.8,66,0,0.0,2,0.0,0.0,30.0,1,6,0,0.0,0.0,5,4.8,0,0.0,0.0,7,0.023328474,1.52,0.0,87,15.9994,2,4,1,2.51,104.16,0.2,0.0,0,0.0,7.0112,1.28,229,0.166666667,16,16,0,1,5.139,3.44,85,0,0,0.0,2,0.0,0.619047619,1.46,2695.2,5,0.0,10.32,0.0,0.0,0,0.0,0,0.83882275,2.8,0.0,0,2,3.683941988,0.0,0.0,15.2,1.6,4,0.0,0.0,0.0,20.13833333,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.5,0.0,0.0,2,0,166,0,0.4,2.4,0.0,0,0,-2.856714312,0.0,5.41649772,0,135.2910151,0.0,1.68,0.0,3.8678,0.0,0.0,0,0.93,2.57,76.90698,0,0.0,0.0,0.0,0.48,1.01,0.0,0.6,0,1.6,2,0,4,6,47.52,0.0,217,0.0,0.0,0,0.0,0.0,0.0,1.044,6.24,0.1322000000000001,0,0
NaNbO3,4.0,OpenAlex_Crawler,2,0.0,2.033201154,0.0,2,54.8,0.0,0.0,0.96,0,0.0,0.0,0.93,0,0,0.0,0.0,0.0,0,0.8,0.0,0.0,837.1784,0,2.51,2,0,0.0,41,0.0,0.0,0.0,0.0,24.05100406,0,0.0,1.92,7,22.989,0.0,0.8,0,0.0,0.0,0.0,1.2,1.84,0.0,0.0,657.054,0.0,0.0,0.0,2,0.0,1.012740619,2.175,3.44,-2,1.92,NaNbO3,4,4,2.51,105.6,0.057414036,10.8,0.0,0.67,0.0,0.0,1,0.0,1,0,12,2.8,54.8,-282000.0,62.0,0.96,15.9994,0.0,0.0,6,66,0,33,0.48,87,8,8,0,0.0,33,0.547,98.8,0.0,0.2,0.0,1.2,5,0,0.0,0.0,15,32.77886986,0.0,0,0,15.2,9.105,2.4,0.0,92.90638,0.0,0.473761543,0.0,0.0,2.57,10.8,0.0,100,3,0.333333333,32.77886986,0.073567747,14.94766667,0.0,0.0,0,6,0.0,1,0.0,1.2,1,13.618,2750.0,0.2,0.0,0.0,29.24333333,6,0.0,3.44,0,0.0,2.8,66,0,0.0,2,0.0,0.0,30.0,1,6,0,0.0,0.0,5,4.8,0,0.0,0.0,7,0.023328474,1.52,0.0,87,15.9994,2,4,1,2.51,104.16,0.2,0.0,0,0.0,7.0112,1.28,229,0.166666667,16,16,0,1,5.139,3.44,85,0,0,0.0,2,0.0,0.619047619,1.46,2695.2,5,0.0,10.32,0.0,0.0,0,0.0,0,0.83882275,2.8,0.0,0,2,3.683941988,0.0,0.0,15.2,1.6,4,0.0,0.0,0.0,20.13833333,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.5,0.0,0.0,2,0,166,0,0.4,2.4,0.0,0,0,-2.827631123,0.0,5.41649772,0,1002.387604,0.0,1.68,0.0,1.623,0.0,0.0,0,0.93,2.57,76.90698,0,0.0,0.0,0.0,0.48,1.01,0.0,0.6,0,1.6,2,0,4,6,47.52,0.0,217,0.0,0.0,0,0.0,0.0,0.0,1.044,6.24,2.377,0,0
BaSnS3,1.535,OpenAlex_Crawler,2,0.0,4.354508783,2.202,3,388.36,0.0,0.0,1.2,0,0.0,0.0,0.89,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,186.3872,0,1.69,9,0,0.0,56,0.0,0.0,0.0,0.0,46.05768,0,0.0,1.44,6,137.327,0.0,2.0,0,0.0,0.0,2.202,2.0,0.62,0.0,0.0,534.032,0.0,0.2,0.0,4,0.0,1.05074908,1.155,2.58,-2,0.0,BaSnS3,4,4,1.69,133.8,0.03999867,12.8,0.0,1.07,0.0,0.0,0,0.0,2,0,70,4.0,388.36,-400000.0,70.6,0.8,32.065,0.0,0.0,6,105,0,40,0.0,88,16,16,0,0.0,40,0.1446,116.0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,14,70.4464,0.0,0,0,30.8,25.786875,2.8,0.0,137.327,0.0,0.756604256,0.0,0.0,2.118,12.8,0.0,110,3,0.294117647,70.4464,0.062303407,34.847125,0.0,0.0,0,14,0.0,0,0.0,1.15,2,10.36,1000.0,0.0,0.0,0.0,63.59,4,0.0,2.58,0,0.0,4.0,105,0,0.0,2,0.0,0.0,24.64,0,0,0,0.0,0.0,4,6.8,0,0.0,0.0,4,0.0,2.88,0.0,88,32.065,2,10,2,1.69,55.2,0.0,0.0,0,0.0,11.49715,3.2,229,0.294117647,16,16,0,0,5.212,2.58,79,0,0,0.0,3,0.0,0.488235294,2.07,611.64,12,0.0,17.76,0.0,0.0,0,0.0,0,0.89156942,2.0,0.0,0,2,3.380617019,0.0,0.0,30.8,2.0,4,0.0,0.0,0.0,37.803125,25.786875,70,0.0,0.0,0.0,0.0,0.2,32.06,0.0,0.411764706,0.0,0.0,4,0,215,0,0.0,2.8,0.0,0,0,-1.495092282,0.0,4.863566681,0,507.2033217,1.3212,0.8,0.6,0.8556,0.0,0.0,0,0.89,2.118,105.262,0,1.05696,0.0,0.0,0.0,1.32,0.0,0.0,0,2.0,2,0,10,0,34.56,0.0,159,0.0,0.0,0,0.0,2.202,0.0,0.5544,4.32,0.6793999999999999,0,0
CsPbCl3,0.47,OpenAlex_Crawler,2,0.28,3.581592695,2.493,3,171.6,0.0,0.0,1.44,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,2.0,2.8,0.0,134.16,0,2.37,5,0,0.0,82,0.0,0.0,0.0,0.0,64.60786846,0,0.0,1.92,3,132.9,0.0,2.0,0,0.0,4.48,2.493,1.4,0.83,0.0,0.0,283.4,0.0,0.0,0.2,4,0.0,1.129040373,1.6,3.16,-1,0.0,CsPbCl3,5,5,2.37,139.2,0.740684858,13.2,0.0,1.54,0.0,0.0,1,0.0,1,0,64,4.2,171.6,-349000.0,73.6,1.04,35.453,0.0,0.0,7,102,0,65,0.32,94,17,17,0,0.0,65,0.472,129.2,0.0,0.0,0.0,0.0,6,0,2.8,0.0,16,89.29289038,0.0,0,0,37.6,24.4975,3.4,0.0,207.2,0.0,1.088944443,0.0,0.0,2.52,13.2,0.0,142,3,0.18,89.29289038,0.764986137,43.4735,0.0,0.0,0,28,0.0,1,0.0,1.6,1,12.968,600.61,0.0,0.0,0.0,115.765,3,0.6,3.16,0,0.0,4.2,102,0,0.0,1,0.0,0.0,27.44,1,0,0,0.0,0.0,2,10.0,0,0.0,0.0,4,0.737653192,7.2,0.0,94,35.453,1,10,1,2.37,78.24,0.0,0.0,0,0.0,28.9166,3.2,229,0.2,17,17,0,1,3.894,3.16,89,14,0,0.2,3,0.0,0.796407186,3.62,429.01,27,0.0,24.72,0.0,0.0,0,0.0,0,0.820243866,1.6,0.0,0,2,1.690308509,0.0,0.0,37.6,1.8,5,0.0,0.0,0.0,91.2675,24.4975,64,0.0,0.0,0.0,0.0,0.0,35.45,0.0,0.34,0.0,0.0,4,0,244,0,0.2,3.4,0.0,0,14,-1.876771893,0.0,5.457933311,0,368.9531398,1.4958,0.96,0.0,0.8635,0.0,0.0,0,0.79,2.52,171.747,0,1.19664,0.0,0.0,0.32,1.48,0.0,0.0,0,1.8,2,0,10,0,44.64,0.0,165,0.0,0.0,0,0.0,2.493,0.0,0.768,4.88,-0.39350000000000007,0,0
Cs2NaYI6,3.1,OpenAlex_Crawler,2,0.0,2.168542789,1.062,5,386.85,0.0,0.0,0.4,0,0.0,0.0,0.79,0,0,0.0,0.0,0.0,0,6.1,0.0,0.0,257.917,0,1.87,2,0,0.0,55,0.0,0.0,0.0,0.0,23.18620987,0,0.0,2.4,4,132.9,0.1,6.1,0,0.0,0.0,1.062,0.6,1.44,0.0,0.0,509.415,0.0,0.0,0.0,1,0.0,1.104201922,1.7275,2.66,-1,1.62,Cs2NaYI6,5,5,1.87,167.8,0.701929952,10.8,0.0,0.43,0.0,0.0,1,0.0,1,0,64,5.0,301.59,-295200.0,60.0,0.48,126.90447,0.0,0.0,17,139,0,44,0.42,96,11,53,0,0.0,44,0.472,126.5,0.0,0.0,0.0,0.9,6,0,0.0,0.0,16,113.9133343,0.0,0,0,47.8,29.24333333,3.0,0.0,132.9054519,0.0,0.222058551,0.0,0.0,1.969,10.8,0.0,105,3,0.157407407,113.9133343,0.704578947,55.12283333,0.0,0.0,0,17,0.0,1,0.0,1.2,1,10.451,1799.0,0.1,0.0,0.0,115.765,8,0.0,2.66,0,0.0,5.0,139,0,0.0,1,0.0,0.0,43.2,1,9,0,0.0,0.0,3,10.8,0,0.0,0.0,9,0.701442913,7.44,0.0,96,22.98976928,1,10,1,1.87,75.0,0.0,0.0,0,0.0,24.25686667,4.68,229,0.564814815,17,17,0,1,3.894,2.66,94,0,0,0.2,3,0.0,0.533980583,3.06,1497.41,16,0.0,9.12,0.0,0.0,10,0.0,0,0.865982039,1.8,0.0,0,2,1.761660659,0.0,0.0,47.8,1.7,5,0.0,0.6,0.0,86.52166667,43.015,64,0.0,0.0,0.0,0.0,0.0,126.9,0.0,0.277777778,0.0,0.0,1,0,244,0,0.3,3.0,0.0,0,0,-1.46085321,0.0,4.595672217,0,476.2658636,0.6372,1.44,0.0,3.1561,0.0,0.0,0,0.79,1.969,109.9156826,0,0.50976,0.0,0.0,0.42,1.72,0.0,0.0,0,1.7,2,0,10,9,34.92,0.0,165,0.0,0.0,0,0.0,1.062,0.0,0.8292,7.44,-0.05609999999999982,0,0
Ba2NiMoO6,2.2,OpenAlex_Crawler,2,0.0,5.985949286,0.0,2,54.8,0.0,0.0,1.56,0,0.0,0.0,0.89,0,0,0.0,0.05953947,0.0,0,1.3,0.0,0.0,768.576,0,2.55,9,0,0.0,56,0.0,0.0,0.0,0.0,43.837176,0,0.0,1.92,8,137.327,0.0,1.3,0,0.0,0.0,0.0,1.2,1.28,0.0,0.0,695.28,0.0,0.2,0.0,2,0.0,1.070036072,1.9775,3.44,-2,1.12,Ba2NiMoO6,4,4,2.55,110.4,0.050842739,11.6,0.0,1.27,0.0,0.0,0,0.0,2,0,12,3.3,54.8,-282000.0,65.1,0.96,15.9994,0.0,0.0,6,66,0,48,0.18,87,8,8,0,0.0,48,0.1446,98.4,0.0,0.0,0.0,0.7,6,0,0.0,0.0,14,52.53038,0.0,0,0,23.0,9.105,2.4,0.0,137.327,0.5953947,0.732741428,0.0,0.0,2.649,11.6,0.0,149,4,0.339285714,52.53038,0.060427055,20.782,0.0,0.0,0,10,0.0,1,0.0,1.55,1,13.618,2896.0,0.0,0.0,0.0,63.59,6,0.0,3.44,0,0.0,3.3,66,0,0.0,2,0.0,0.0,26.28,1,5,0,0.0,0.0,6,5.6,0,0.0,0.0,6,0.036261259,1.44,0.0,87,15.9994,2,8,2,2.55,103.68,0.2,0.0,0,0.0,17.1232,2.08,229,0.232142857,16,16,0,1,5.212,3.44,78,0,0,0.0,2,0.0,0.619047619,1.46,2841.2,8,0.0,18.0,0.0,0.0,0,0.0,0,0.953207671,2.0,0.0,0,2,3.523321317,0.0,0.1,23.0,1.9,4,0.0,0.0,0.0,54.485,9.105,12,0.1,0.0,0.0,0.0,0.0,15.999,0.0,0.428571429,0.0,0.0,2,0,215,0,0.1,2.4,0.0,0,0,-2.453663259,0.0,5.440828683,0,274.1181235,0.0,0.8,0.0,2.3773,0.0,0.0,0,0.89,2.649,121.3276,0,0.0,0.5953947,0.0,0.18,1.07,0.0,0.6,0,1.9,2,0,8,5,53.28,0.107171046,217,0.0,0.0,0,0.0,0.0,0.0,0.9492,5.28,-0.1772999999999998,0,0
LaRuO3,3.02,OpenAlex_Crawler,2,0.0,6.879859287,0.0,2,54.8,0.0,0.0,1.68,0,0.0,0.0,1.1,0,0,0.2,0.0,0.0,0,1.6,0.0,0.0,885.696,0,2.34,13,0,0.0,57,0.0,0.0,0.0,0.0,49.9144008,0,0.0,1.92,5,138.9,0.0,1.6,0,0.0,0.0,0.0,1.2,1.24,0.0,0.0,792.88,0.0,0.0,0.0,2,0.0,1.053389257,1.79,3.44,-2,2.88,LaRuO3,4,4,2.34,110.2,0.055735153,11.8,0.0,1.1,0.0,0.0,2,0.0,3,0,12,3.4,54.8,-282000.0,66.0,0.96,15.9994,0.0,0.0,6,66,0,49,0.32,87,8,8,0,0.0,49,0.5,84.8,0.0,0.0,0.0,2.4,6,0,0.0,0.0,13,57.594734,0.2,0,0,25.0,9.105,2.4,0.0,138.90547,0.0,0.777817459,0.0,0.0,2.724,11.8,0.0,141,4,0.310344828,57.594734,0.070221405,15.5445,0.0,0.0,0,8,0.0,1,0.0,1.35,1,13.618,2607.0,0.0,0.0,0.0,36.8975,7,0.0,3.44,0,0.0,3.4,66,0,0.0,2,0.0,0.0,25.2,1,9,0,0.0,0.0,3,5.8,0,0.0,0.0,9,0.025784103,1.12,0.0,87,15.9994,2,7,3,2.34,87.36,0.2,0.0,0,0.0,8.5412,2.16,194,0.275862069,16,16,0,1,5.577,3.44,74,0,0,0.0,2,0.0,0.650793651,1.46,2552.2,5,0.0,20.4,0.0,0.0,0,0.0,0,0.826771006,3.8,0.0,0,2,3.273268354,0.0,0.0,25.0,1.8,4,0.0,0.0,0.0,27.7925,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.413793103,0.0,0.0,2,0,207,0,0.2,2.4,0.0,0,0,-2.562910267,0.0,5.593512912,0,256.6239132,0.0,2.16,0.0,0.0,0.0,0.0,0,1.1,2.724,122.90607,0,0.0,0.0,0.0,0.32,1.01,0.0,0.6,0,1.8,2,0,7,9,53.04,0.0,182,0.0,0.0,0,0.0,0.0,0.0,0.8592,5.04,3.02,0,1
Ca2TaMnO6,0.3,OpenAlex_Crawler,2,0.212121212,6.772157401,0.0,2,54.8,0.0,0.0,1.2,0,0.0,0.0,1.0,0,0,0.0,3.1e-05,0.0,0,0.8,1.4,0.0,818.376,0,2.44,7,0,0.0,73,0.0,0.0,0.0,0.2,30.695652,0,0.0,1.92,7,40.078,0.0,0.8,0,0.0,2.52,0.0,1.2,1.89,0.0,0.0,736.78,0.0,0.0,0.0,2,0.0,1.025053446,2.1775,3.44,-2,1.92,Ca2TaMnO6,4,4,2.44,105.7,0.058314046,11.2,0.0,0.55,0.0,0.0,0,0.0,2,0,12,3.0,54.8,-282000.0,63.6,0.96,15.9994,0.0,0.0,6,66,0,65,0.0,87,8,8,0,0.0,65,0.0246,96.8,0.1,0.0,0.0,1.2,6,0,1.4,0.0,14,41.2038325,0.0,0,0,18.6,9.105,2.4,0.0,180.94788,0.000310121,0.332791226,0.0,0.0,2.569,11.2,0.0,110,4,0.303030303,41.2038325,0.065553689,15.87775862,0.0,0.0,0,19,0.0,0,0.0,1.2,2,13.618,3290.0,0.0,0.0,0.0,37.77,7,0.0,3.44,0,0.0,3.0,66,0,0.0,2,0.0,0.0,28.08,0,7,0,0.0,0.0,5,6.6,0,0.0,0.0,7,0.052115731,2.56,0.0,87,15.9994,2,5,2,2.44,101.76,0.2,0.0,0,0.0,9.205344828,1.28,229,0.121212121,16,16,0,0,6.113,3.44,80,14,0,0.0,2,0.0,0.595238095,1.46,3235.2,17,0.0,12.72,0.0,0.1,0,0.0,0,0.844306604,2.4,0.0,0,2,3.373323338,0.0,0.0,18.6,2.0,4,0.0,0.0,0.0,28.665,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.363636364,0.0,0.0,2,0,176,0,0.0,2.4,0.0,0,14,-3.125701355,0.0,5.522865635,0,487.623828,0.0,1.44,0.0,0.0,0.0,0.0,0,1.0,2.569,164.94848,0,0.0,0.000310121,0.0,0.0,1.005,0.0,0.6,0,2.0,2,0,5,7,47.64,5.58e-05,217,0.0,0.0,0,0.0,0.0,0.0,1.0452,5.76,0.3,0,1
Na2CuSbF6,0.471,OpenAlex_Crawler,2,0.0,3.992134557,1.97,2,53.5,0.6,0.0,0.84,0,0.0,0.0,0.93,0,0,0.0,0.0,0.0,0,2.0,0.0,0.1,334.7148,0,3.05,2,0,0.0,51,0.0,0.0,0.0,0.0,23.25016169,0,0.0,2.04,4,22.989,0.0,2.0,0,0.0,0.0,1.97,0.9,1.93,0.0,0.0,332.429,0.0,0.0,0.0,3,0.0,1.085845336,2.5275,3.98,-1,0.0,Na2CuSbF6,5,5,3.05,94.5,0.695793373,13.0,0.0,1.12,0.0,0.0,1,0.0,1,0,15,2.7,53.5,-328000.0,71.1,0.54,18.9984032,0.0,0.0,7,57,0,42,0.42,93,9,9,0,0.0,42,0.547,93.9,0.0,0.0,0.0,0.0,5,0,0.0,0.0,16,34.52759578,0.0,0,0,15.6,9.7075,3.3,0.0,121.76,0.0,0.664311674,0.0,0.0,2.969,13.0,0.0,109,3,0.242857143,34.52759578,0.696509135,15.93616667,0.0,0.0,0,15,0.0,1,0.0,1.3,1,17.422,1357.77,0.2,0.0,0.0,31.56,2,0.0,3.98,0,0.0,2.7,57,0,0.0,1,0.0,0.0,29.06,1,0,0,0.0,0.0,3,7.0,0,0.0,0.0,3,0.69370346,2.4,0.0,93,18.9984032,1,10,1,3.05,94.68,0.1,0.0,0,0.0,8.447633333,3.2,229,0.285714286,17,17,0,1,5.139,3.98,91,0,0,0.0,2,0.0,0.760504202,3.4,1304.27,14,0.0,9.76,0.0,0.0,0,0.0,0,0.793174671,1.2,0.0,0,2,1.761660659,0.1,0.0,15.6,1.7,5,0.0,0.0,0.0,21.8525,9.7075,15,0.0,0.0,0.0,0.0,0.0,18.998,0.0,0.471428571,0.0,0.0,3,0,166,0,0.3,3.3,0.0,0,0,-2.324568103,0.0,6.83913864,0,164.8875869,1.182,0.36,0.0,0.6049,0.0,0.0,0,0.93,2.969,102.7615968,0,0.9456,0.0,0.0,0.42,0.94,0.0,0.0,0,1.7,2,0,10,0,45.0,0.0,214,0.0,0.0,0,0.0,1.97,0.0,1.2132,5.2,-0.13390000000000002,0,0
LuVO3,1.12,OpenAlex_Crawler,2,0.35,2.007416002,0.0,2,54.8,0.0,0.0,1.44,0,0.0,0.0,1.27,0,0,0.0,0.00044942,0.0,0,0.8,2.8,0.0,962.256,0,2.17,41,0,0.0,71,0.0,0.0,0.0,0.0,48.0742,0,0.0,1.92,5,174.96,0.0,0.8,0,0.0,4.48,0.0,1.2,1.81,0.0,0.0,856.68,0.0,0.0,0.0,2,0.0,1.048195828,1.99,3.44,-2,3.84,LuVO3,4,4,2.17,107.6,0.055697304,11.2,0.0,0.36,0.0,0.0,2,0.0,5,0,12,3.2,54.8,-282000.0,69.6,0.96,15.9994,0.0,0.0,6,66,0,63,0.0,87,8,8,0,0.0,63,0.52,91.8,0.0,0.0,0.0,3.2,6,0,2.8,0.0,13,54.7813,0.0,0,0,23.6,9.105,2.4,0.0,174.9668,0.0022471,0.254558441,0.0,0.0,2.644,11.2,0.0,121,4,0.25,54.7813,0.074061276,13.838,0.0,0.0,0,17,0.0,0,0.0,1.15,2,13.618,2183.0,0.0,0.0,0.0,28.865,7,0.0,3.44,0,0.0,3.2,66,0,0.0,2,0.0,0.0,20.88,0,9,0,0.0,0.0,3,8.0,0,0.0,0.0,9,0.0,3.6,0.0,87,15.9994,2,3,3,2.17,95.76,0.2,0.0,0,0.0,6.0108,0.96,229,0.1,16,16,0,0,5.426,3.44,46,14,0,0.0,2,0.0,0.619047619,1.46,2128.2,12,0.0,18.96,0.0,0.0,0,0.0,0,0.783710016,4.4,0.0,0,2,3.273268354,0.0,0.0,23.6,2.0,4,0.0,0.0,0.0,19.76,9.105,12,0.0,0.0,0.0,0.0,0.0,15.999,0.0,0.3,0.0,0.0,2,0,187,0,0.0,2.4,0.0,0,14,-3.32942657,0.0,5.409346674,0,225.2409416,0.0,2.88,0.0,1.5773,0.0,0.2,0,1.27,2.644,158.9674,0,0.0,0.0022471,0.0,0.0,0.98,0.0,0.6,0,2.0,2,0,3,9,49.92,0.000719072,217,0.0,0.2,0,0.0,0.0,0.0,0.9552,5.76,-0.4572999999999998,0,0
